Arranger,Composer,Title,Folder/Catalogue #,# Copies,Voicing,Publisher,Publication or Reprint Date,OCLC#,Season / Type,Extra Instruments & Info,,,,,,,,,,,,,,,,,
,"Palmgren, Selim",Lovely Evening,999,30,SATB,Walton,,,,A cappella,,,,,,,,,,,,,,,,,
,"Panufnik, Andrzej",Song to the Virgin Mary,2461,2,SATB,Boosey & Hawkes,,,,A cappella,,,,,,,,,,,,,,,,,
,"Panufnik, Roxanna",O Hearken,515,30,SATB,Edition Peters,,,,A cappella,,,,,,,,,,,,,,,,,
,"Papoulis, Jim",We Are the Voices,2318,22,SSAA,Santa Barbara,,,,"Piano, djembe",,,,,,,,,,,,,,,,,
,"Paranjoti, Victor",Dravidian Dithyramb,1975,127,SATB,Earthsongs,,,,A cappella,,,,,,,,,,,,,,,,,
"Scott, Tom",Parker & Shaw,Shenandoah,694,41,TTBB,Shawnee Press,,,Folk Song,Piano,,,,,,,,,,,,,,,,,
,"Parker, Alice",Earth Woman,1455,40,SATB,Lawson-Gould,,,From Hollering Sun,A cappella,,,,,,,,,,,,,,,,,
,"Part, Arvo",The Deer's Cry,477 2/envelopes,30,SATB,Universal Edition,,,Divisi,A cappella,,,,,,,,,,,,,,,,,
,"Part, Arvo",Magnificat,2298,24,SSATB,Universal Edition,,,,A cappella,,,,,,,,,,,,,,,,,
,"Part, Arvo",Nunc dimittis,2027 /2 envelopes,29,SATB,Chorpartitur,,,,A cappella,,,,,,,,,,,,,,,,,
,"Pasquet, Jean","O God, Author Of Eternal Light",2491,2,SATB,Mills Music,,,,Organ,,,,,,,,,,,,,,,,,
,"Passereau, Pierre",He Is Good and Handsome,599,30,SATB,Bourne ,,,,Piano,,,,,,,,,,,,,,,,,
,"Patriquin, Donald","Venez, mes enfants",1844,50,SATB,Earthsongs,,,Christmas,A cappella divisi,,,,,,,,,,,,,,,,,
,"Patriquin, Donald",Tous les Bourgeois de Chatres ,1843 /2 Envelopes,50,SATB,Earthsongs,,,Christmas,A cappella divisi,,,,,,,,,,,,,,,,,
,"Patriquin, Donald",Quelle est cette odeur agreable,1843 /2 Envelopes,50,SSAATTBB,Earthsongs,,,Christmas,A cappella,,,,,,,,,,,,,,,,,
,"Paulus, Stephen",Calming the Storm,1845,50,SATB,Paulus Publications,,,,A cappella,,,,,,,,,,,,,,,,,
,"Paulus, Stephen",The Road Home,1976 /2 envelopes,63,SATB,Paulus Publications,,,,A cappella,,,,,,,,,,,,,,,,,
,"Pears, James R.",Bread of the World (Vespers Choral Collection),859,15,SATB,Boosey & Hawkes,,,Collection,Piano,,,,,,,,,,,,,,,,,
,"Pearsall, Robert L. de",When Allen-a-dale-went a-hunting,601,30,SATB,Oliver Ditsun,,,Folk,A cappella,,,,,,,,,,,,,,,,,
,"Peloquin, Alex",Psalm 100,1081 /2 envelopes,35,SATB,G. I. A.,,,,"Organ, instrumental parts included",,,,,,,,,,,,,,,,,
,"Penhorwood, Erwin",A Plea For Peace,1491,5,SATB,"Hinshaw Music, ",,,,Organ,,,,,,,,,,,,,,,,,
,"Penn, Arthur A.",Sing Along,602,20,SATB,M. Witmark & Sons,,,,Piano,,,,,,,,,,,,,,,,,
,"Penn, Robert",The Wit And Wisdom of Benjamin Franklin,603,30,SATB,Robert Dean ,,,American,A cappella,,,,,,,,,,,,,,,,,
,"Pergolesi, G. B.",O Quan Tristis et Afflicta (O How Mornful),604,45,SATB,Boosey & Hawkes ,,,Extended,Piano,,,,,,,,,,,,,,,,,
,"Pergolesi, G. B.",Stabat Mater,2631,16,SA,G. Schirmer,,,Extended Work,"Piano, solos",,,,,,,,,,,,,,,,,
,"Pergolesi, G.W.",Stabat Mater,2258 /2 envelopes,17,SA,Schirmer,,,,Piano,,,,,,,,,,,,,,,,,
,"Perry, Dave and Jean",Play It Again,2276,6,SSA,Shawnee Press,,,,Piano,,,,,,,,,,,,,,,,,
,"Persichetti, Vincent",Three Selections from Winter Cantata,35,13,SA,Elian-Vogel,,,,Piano or flute and marimba,,,,,,,,,,,,,,,,,
,"Persichetti, Vincent",Proverb,605,42,SATB,Elkan-Vogel ,,,American folk,A cappella,,,,,,,,,,,,,,,,,
,"Persichetti, Vincent",Sam Was A Man,606,40,2-part ,"G. Schirmer, ",,,,Piano,,,,,,,,,,,,,,,,,
,"Persichetti, Vincent",There is that in me,994,30,SATB,Elian-Vogel,,,,Piano,,,,,,,,,,,,,,,,,
,"Persichetti, Vincent",A Clear Midnight,995,34,SATB,Elkan-Vogel Inc.,,,,Piano or wind ensemble,,,,,,,,,,,,,,,,,
,"Persichetti, Vincent",Sing Me the Universal,996,30,SATB,Elian-Vogel,,,,Piano,,,,,,,,,,,,,,,,,
,"Persichetti, Vincent",I Sing the Body Electric,997,35,SATB,Elian-Vogel,,,,Piano,,,,,,,,,,,,,,,,,
,"Persichetti, Vincent",Mass,1117,65,SATB,Elkan-Vogel ,,,"Mass, extended",A cappella,,,,,,,,,,,,,,,,,
,"Perti, Giacomo",Magnificat a 4,1119 /2 envelopes,45,SATB,Concordia,,,,Piano,,,,,,,,,,,,,,,,,
,"Petroff, P.",Kalinka,607,16,SATB,M. Witmark & Sons,,,Folk,A cappella,,,,,,,,,,,,,,,,,
,"Pevernage, Andreas","O Lord, My Faith Is In Thee",2456,2,SSATB,Piedmont Music,,,Madrigal,A cappella,,,,,,,,,,,,,,,,,
,"Pfautsch, Lloyd","Christ: Foundation, Head and Cornerstone",608,31,SATB,G. Schirmer,,,,Organ,,,,,,,,,,,,,,,,,
,"Pfautsch, Lloyd",Grossfader's Historiker-Versen,609,28,SATB,Lawson-Gould,,,,Piano,,,,,,,,,,,,,,,,,
,"Pfautsch, Lloyd",Sing Praises,610,48,SATB,Lawson-Gould,,,,A cappella,,,,,,,,,,,,,,,,,
,"Pfautsch, Lloyd",Musick's Empire,1002,70,SATB,Lawson-Gould,,,,A cappella,,,,,,,,,,,,,,,,,
,"Pfautsch, Lloyd",A Salute to Heritage,1063,31,SATB,Lawson-Gould,,,,A cappella,,,,,,,,,,,,,,,,,
,"Pfautsch, Lloyd",Befana,1084,9,SATB,Lawson-Gould,,,Extended,Piano and specific instruments,,,,,,,,,,,,,,,,,
,"Pfautsch, Lloyd",Five Narrative Carols,2168,45,SSA,C.C. Birchard ,,,Christmas,A cappella,,,,,,,,,,,,,,,,,
Lojeski,Phillilps,California Dreamin',1142,18,SATB,Wingate Coorp,,,,"Piano, opt percussion and string bass",,,,,,,,,,,,,,,,,
Rogers,"Phillips, John","Monday, Monday",1172,18,SATB,Hal Leonard,,,Jazz,"Piano, opt string bass, guitar, and percussion",,,,,,,,,,,,,,,,,
,"Pierce, Brent",How Still He Rests,1322,15,SATB,Walton Music ,,,Christmas,"Oboe, wind chimes",,,,,,,,,,,,,,,,,
,"Pierce, Brent","Sleep, Little Child/Silent Night",2490,2,SATB,Plymouth Music,,,Christmas,Piano and flute,,,,,,,,,,,,,,,,,
,Pierpont,Jingle Bells,611,25,SATB,Mimeograph copy,,,Folk-Christmas,A cappella,,,,,,,,,,,,,,,,,
"Hayes, Mark",Pierpont,"Variations on ""Jingle Bells""",2055,30,SATB,Shawnee Press,,,Christmas,"Sleigh bells, piano",,,,,,,,,,,,,,,,,
"Blackwell, David","Pierpont, J.",Jingle Bells,1930,40,SATB,Oxford Press,,,Christmas,A cappella,,,,,,,,,,,,,,,,,
,"Piket, Frederick",Arise My Love,612,39,SATB,Assoc. Music ,,,,"A cappella, divisi, ten solo",,,,,,,,,,,,,,,,,
,"Piket, Frederick",If Thou Must Love Me,613,40,SATB,Lawson-Gould Music ,,,,A cappella,,,,,,,,,,,,,,,,,
,"Piket, Frederick",Remember,614,43,SATB,Assoc. Music ,,,,A cappella,,,,,,,,,,,,,,,,,
,"Piket, Frederick",Sea Charm,1201 /2 envelopes,35,SATB,Assoc. Music ,,,,A cappella,,,,,,,,,,,,,,,,,
,"Pinkham, Daniel",Still This Night,1996,48,SATB,Ione Press,,,Christmas,Piano ,,,,,,,,,,,,,,,,,
,"Pinkham, Daniel",In the Beginning of Creation,2394,6,All voices,Schirmer,,,20th century,"A cappella, tape",,,,,,,,,,,,,,,,,
,"Pinkham, Daniel",Christmas Cantata,1317 /3 envelopes,60,SATB,Robert King,,,"Extended, Christmas",Double brass choir,,,,,,,,,,,,,,,,,
,"Pinkham, Daniel",Wedding Cantata,1846 /2 Envelopes,32,SATB,Edition Peters,,,,"Organ, 2 horns, celesta, strings",,,,,,,,,,,,,,,,,
,"Pinsuti, Ciro",The Parting Kiss,615,35,SATB,Oliver Ditson,,,Partsong,Piano,,,,,,,,,,,,,,,,,
,"Pitoni, Guiseppe O.","Adoramus Te, Christe",616,15,SATB,M. Witmark,,,Motet,A cappella,,,,,,,,,,,,,,,,,
"Lee, John","Pitoni, Guiseppe O.",Cantate Domino,1597,35,SATB,GIA Publications,,,Motet,A cappella,,,,,,,,,,,,,,,,,
"Ades, Hawley","Pola, Addie & Wyle, George",It's The Most Wonderful Time of the Year,1369,25,SATB,Shawnee Press,,,Holiday,Piano,,,,,,,,,,,,,,,,,
"Goodale, Robert L.","Ponce, Juan","Ave, color vini clari (Hail Thee, color of wine so bright)",2139,28,TTBB,Schirmer,,,,A cappella,,,,,,,,,,,,,,,,,
"Hunter, Ralph",Porpora Niccola,Magnificat,2265,35,SSAA,Marks Music,,,Larger work,String orchestra and organ,,,,,,,,,,,,,,,,,
,"Porter, Cole",Night and Day,617,26,SATB,Harms Music ,,,Extended,Piano,,,,,,,,,,,,,,,,,
,"Porter, Cole",Wunderbar (From Kiss Me Kate),618,59,SATB,T. B. Harms ,,,Extended,Piano,,,,,,,,,,,,,,,,,
"Shaw, Kirby","Porter, Cole",My Heart Belongs to Daddy,1028,15,SSA,Hal Leonard ,,,,"Piano, opt instruments",,,,,,,,,,,,,,,,,
"Warnick, Clay","Porter, Cole",What Is This Thing Caled Love?,2277,3,SSA,Harms Inc,,,,Piano,,,,,,,,,,,,,,,,,
"Stickles, William","Porter, Cole",In The Still Of The Night,2408,2,SSA,Chappell ,,,,Piano,,,,,,,,,,,,,,,,,
,"Porterfield, Sherri",Hodie Christus Natus Est,1514,20,SATB,"Belwin, ",,,Christmas,Piano or harp,,,,,,,,,,,,,,,,,
,"Potter, William",Annie Laurie,619,30,SATB,Oliver Ditson,,,,A cappella,,,,,,,,,,,,,,,,,
,"Pottle, Sam",Jabberwocky,1441,35,SAATB,Trigon Music,,,Children's fable,Piano with small instruments,,,,,,,,,,,,,,,,,
,"Pottle, Sam",Jabberwocky,2341,13,SATB,Trigon Muic,,,,"Piano, percussion",,,,,,,,,,,,,,,,,
,"Poulenc, Francis",Hodie Christus Natus Est,620,60,SATB,Belwin Mills,,,Christmas,A cappella,,,,,,,,,,,,,,,,,
,"Poulenc, Francis",O Magnum Mysterium,621,40,SATB,Belwin Mills,,,Christmas,A cappella,,,,,,,,,,,,,,,,,
,"Poulenc, Francis",Quem Vidistis Pastores Dicita,622,35,SATB,Belwin Mills,,,Christmas,A cappella,,,,,,,,,,,,,,,,,
,"Poulenc, Francis","Videntes, Stellan",623,37,SATB,Belwin Mills,,,"Christmas, motet",A cappella,,,,,,,,,,,,,,,,,
,"Poulenc, Francis",Messe en Sol Majeur,1096,24,SATB,Salaberti,,,Extended,A cappella,,,,,,,,,,,,,,,,,
,"Poulenc, Francis",Un soir de neige,1655,5,SSATBB,Salabert Editions,,,Set of 4 songs,A cappella,,,,,,,,,,,,,,,,,
,"Poulenc, Francis",Petites Voix,2249,21,SSA,Franco Colombo,,,french,A cappella,,,,,,,,,,,,,,,,,
,"Poulenc, Francis",Exultate Deo,2049 /2 envelopes,40,SATB,Salabert ,,,,A cappella divisi,,,,,,,,,,,,,,,,,
,"Powell, Rick and Sylvia","Peace, Peace",2396,5,SSA,Fred Bock,,,,Piano,,,,,,,,,,,,,,,,,
,"Powell, Robert J.",Psalm 13,2489,2,SATB,Sacred Music Press,,,,Piano,,,,,,,,,,,,,,,,,
,"Powell, Rosephanye",Still I Rise,2370,16,SSAA,Gentry,,,,Piano,,,,,,,,,,,,,,,,,
,"Powell, Rosephanye",Sorida (A Zimbabwe Greeting),1847 /3 Envelopes,70,SATB,Hal Leonard,,,African,"Divisi, Percussion",,,,,,,,,,,,,,,,,
,"Praetorius, M.","Lo, How a Rose e'er Blooming",624,65,SATB,G. Schirmer,,,Folk-Christmas,A cappella,,,,,,,,,,,,,,,,,
,"Praetorius, Michael",She is so dear,625,30,SATB,Oliver Ditson,,,Madrigal,A cappella,,,,,,,,,,,,,,,,,
,"Praetorius, Michael and Jan Sandstrom","Lo, How a Rose e'er Blooming",1670,60,SSAATTBB,Walton Music,,,,mixed double chorus unaccompanied,,,,,,,,,,,,,,,,,
,"Prescott, John",Ozark Folk Song Suite,1849 /2 Envelopes,25,SATB,CMS press,,,,A cappella,,,,,,,,,,,,,,,,,
,"Preston, John E.",The Coming American,1569,3,SATB,Mills Music ,,,Patriotic,Organ and string orchestra,,,,,,,,,,,,,,,,,
,"Price, Florence",Resignation,516,30,SATB,Schirmer,,,Spiritual,A cappella,,,,,,,,,,,,,,,,,
,"Prichard, Rowland",Hymn For Our Time,626,45,SATB,G. Schirmer,,,,Piano or organ,,,,,,,,,,,,,,,,,
"Kern, Philip","Prima, Louis","Sing, Sing, Sing",1535,7,SAB,Shawnee Press,,,"Big band, jazz",Piano,,,,,,,,,,,,,,,,,
"Cain, Noble","Protheroe, Daniel",Sing Again,2246,25,SSA,Gamble Hingred Music,,,,Piano,,,,,,,,,,,,,,,,,
Banner,"Puccini, Giacomo",Laudate Pueri,1848 /3 Envelopes,70,SATB,Hinshaw Music,,,,String Parts Included,,,,,,,,,,,,,,,,,
,"Puerling, Gene",The Gene Puerling Sound,928,15,SSAATTBB,Shawnee Press,,,,A cappella,,,,,,,,,,,,,,,,,
,"Purcell, Henry","Lord, How Long Wilt Thou Be Angry",629,40,SSATB,Arista Music ,,,,A cappella,,,,,,,,,,,,,,,,,
Frackenpohl,"Purcell, Henry",Man Is For The Woman Made,985,8,SAB,Marks,,,,Piano,,,,,,,,,,,,,,,,,
,"Purcell, Henry",Dido and Aeneas ,2630,23,SATB,"14-Kalmus, 9-Dover",,,"Extended Work, Opera",Orchestra,,,,,,,,,,,,,,,,,
,"Quilter, Roger",Non Nobis Domine,1852 /2 Envelopes,80,SATB,,,,,Piano or orchestra,,,,,,,,,,,,,,,,,
,"Quintana, Arid",Hodie Christus Natus est,1853,45,SATB,Alliance Music,,,,"Double Choir, A cappella",,,,,,,,,,,,,,,,,
,"Rabe, Folke ",Rondes,2065,25,SATB,Walton Music,,,20th Century,A cappella,,,,,,,,,,,,,,,,,
C. W. Douglas,"Rachmaninoff, S",Glory to the Trinity,632,60,SATB,H.W. Gray,,,Russian Liturgy,A cappella,,,,,,,,,,,,,,,,,
,"Rachmaninoff, S","O Lord, We Praise Thee",635 /2 envelopes,101,SATTBB,Belwin ,,,part song,A cappella,,,,,,,,,,,,,,,,,
,"Rachmaninoff, S.",Ave Maria,630,20,SATB,Oliver Ditson,,,,A cappella,,,,,,,,,,,,,,,,,
,"Rachmaninoff, S.",In the Silent Night,633,40,SATB,Willis ,,,,Piano,,,,,,,,,,,,,,,,,
,"Rachmaninoff, S.",The Island,634,20,SSATBB,Boston Music,,,,A cappella,,,,,,,,,,,,,,,,,
,"Rachmaninoff, S. ",Glory Be to God,631,35,SATB,H.W. Gray,,,,"A cappella, divisi",,,,,,,,,,,,,,,,,
,"Rahmann, A.R.",Balleilakka,2068,30,SATB,Earthsongs,,,,"Percussion, a cappella",,,,,,,,,,,,,,,,,
,"Raminsh, Imant",In the Night We Shall Go In,1977,18,SATB,Jayman Music,,,,Piano and cello,,,,,,,,,,,,,,,,,
,"Ramirez, Ariel",Misa Criolla,1087,35,SATB,Lawson-Gould,,,Extended,"Soloists, percussion parts included",,,,,,,,,,,,,,,,,
,"Ramirez, Ariel",Navidad Nuestra,1088,35,SATB,Lawson-Gould,,,Extended,"Soloists, percussion, guitar, harpsichord, or piano",,,,,,,,,,,,,,,,,
,"Raposo, Joe",Bein' Green,1154,3,SATB,Hal Leonard,,,Jazz,Rhythm section,,,,,,,,,,,,,,,,,
Aslanoff,"Rasbach, O",Mountains,636,40,SATB,Schirmer,,,,Piano,,,,,,,,,,,,,,,,,
,"Rautavaara, Einojubani","Joulun virsi, elaman virsi",2317,20,TTBB,Hal Leonard,,,,A cappella,,,,,,,,,,,,,,,,,
"Oakey, G.","Ravenscroft, T",In the Merry Springtime,637,8,SATB,M. Witmark,,,Madrigal,A cappella,,,,,,,,,,,,,,,,,
,"Reed, Alfred",The Pledge of Allegiance,638,60,SATB,Piedmont ,,,Patriotic,Orchestra or band,,,,,,,,,,,,,,,,,
,"Reed, Alfred",Choric Song ,2443,2,SSATBB,Boosey & Hawkes,,,,Piano or band accomp,,,,,,,,,,,,,,,,,
,"Reibold, B",Romany Life,639,12,SATB,Rubank,,,Hungarian Rhapsody,Piano or orchestra,,,,,,,,,,,,,,,,,
,"Repper, Charles",It Cannot Be a Strange Countree (song of the immigrant),2236,60,SSA,Birchard,,,,Piano,,,,,,,,,,,,,,,,,
,"Respighi, Ottorino",Laud to the Nativity,2639,61,SATB,Fanco Columbo ,,,"Extended Work, 25 min","Winds, triangle, piano-4 hands",,,,,,,,,,,,,,,,,
,"Rheinberger, Josef","Abendlied, Op. 69, No. 3",1329,6,SSATTB,CPD,,,,A cappella,,,,,,,,,,,,,,,,,
,"Rheinberger, Josef",Morgenlied,1669,35,SSATTB,Carus Verlag,,,,A cappella ,,,,,,,,,,,,,,,,,
,"Rhodes, H.",Begone! Dull care,640,6,SATB,Oxford,,,English folk,A cappella,,,,,,,,,,,,,,,,,
,"Rieder, Carl",Three Old Bohmenian Christmas Carols,641,39,SATB,Schirmer,,,Christmas,A cappella,,,,,,,,,,,,,,,,,
,"Riegger, W",Skip to My Lou,642,19,SATB,Harold Flammer,,,Mountain dance tune,Piano,,,,,,,,,,,,,,,,,
,"Rismky-Korsakov, Nicolai",Dostoyno yest (It is truly fitting),1854,20,SATB,Musica Russica ,,,,A cappella,,,,,,,,,,,,,,,,,
,Roberton,All In the April Evening,644,33,SATB,J. Curwen,,,Part song,A cappella,,,,,,,,,,,,,,,,,
,"Roberton, H",Celtic Hymn,645,20,TTBB,J. Curwen,,,,A cappella,,,,,,,,,,,,,,,,,
,"Roberton, H",O Lovely Heart,646,20,SATB,Schirmer,,,,A cappella,,,,,,,,,,,,,,,,,
,"Roberton, H.",The Old Woman,647,60,SATB,Fischer,,,,A cappella,,,,,,,,,,,,,,,,,
,"Roberton, H.",The Sledge Bells,648,63,SATB,Schirmer,,,,A cappella,,,,,,,,,,,,,,,,,
,"Roberton, Hugh S.",The Shepherdess,2198,3,SSA,Schirmer,,,,A cappella,,,,,,,,,,,,,,,,,
,"Robertson, Hugh S.",Celtic Hymn,2140,30,TTBB,Schirmer,,,,A cappella,,,,,,,,,,,,,,,,,
,"Robinovich, Sid",Noche de Lluvia (Rainy Night) #1 of Canciones por las Americas ,1978 /2 envelopes,35,SATB,Earthsongs,,,Uruguay,Piano,,,,,,,,,,,,,,,,,
,"Robinson, Earl",Ballad For Americans,945 /4 envelopes,60,SATB,Robbins Music,,,"Extended, Cantata",Piano,,,,,,,,,,,,,,,,,
,"Rodby, Walter",Yes Sir! That's My Baby,1204,35,SATB,Bourne Company,,,,"Piano, opt guitar and bass",,,,,,,,,,,,,,,,,
,"Rodby, Walter",High Upon the Mountain,1240,12,SATB,Shawnee Press,,,Jazz,Piano,,,,,,,,,,,,,,,,,
,"Rodby, Walter",No One's Perfect,1355,45,SATB,Sommerset Press,,,Jazz,A cappella,,,,,,,,,,,,,,,,,
,"Rodgers, R","""Carousel"" Choral Selection",650 /2 envelopes,42,SATB,Williamson,,,"From ""Carousel""",Piano,,,,,,,,,,,,,,,,,
,"Rodgers, R.",Climb Every Mountain,651,30,SATB,Williamson,,,"From ""The Sound of Music""",Piano,,,,,,,,,,,,,,,,,
,"Rodgers, R.",The Flower Drum Song,653,20,SATB,Williamson,,,,Piano,,,,,,,,,,,,,,,,,
,"Rodgers, R.",The King and I,654,20,SATB,Williamson,,,,Piano,,,,,,,,,,,,,,,,,
,"Rodgers, R.",Oklahoma,655,25,SATB,"De Sylva, Brown & Henderson",,,,Piano,,,,,,,,,,,,,,,,,
,"Rodgers, R.",People Will Say We're In Love,656,25,SATB,Williamson,,,,Piano,,,,,,,,,,,,,,,,,
,"Rodgers, R.",Serenade to Spring,657,25,SATB,Williamson,,,,Piano,,,,,,,,,,,,,,,,,
,"Rodgers, R.",The Surrey With the Fringe On Top,659,25,SATB,Williamson,,,,Piano,,,,,,,,,,,,,,,,,
,"Rodgers, R. ",Some Enchanted Evening,658,25,SATB,Williamson,,,"From ""South Pacific""",Piano,,,,,,,,,,,,,,,,,
"Hunter, Ralph","Rodgers, Richard",Falling in Love with Love,652,38,SATB,Chappell & Co.,,,,Piano,,,,,,,,,,,,,,,,,
"Shaw, Kirby","Rodgers, Richard",My Funny Valentine,1326,15,SSAA,Hal Leonard,,,Jazz,A cappella,,,,,,,,,,,,,,,,,
"Puerling, Gene","Rodgers, Richard and Hart, Lorenz",My Romance,1041,25,SATB,T.B. Harms,,,,A cappella,,,,,,,,,,,,,,,,,
,Rodgers. R.,Bali Ha'i,649,32,SATB,Williamson,,,"From ""South Pacific""",Piano,,,,,,,,,,,,,,,,,
,Rodgers/Hammerstein,The King and I Medley,1131,20,SATB,Hal Leonard,,,Medley,Piano,,,,,,,,,,,,,,,,,
,"Roff, Joseph",God Is Not Dead,2481,2,SATB,Sacred Music Press,,,,Piano,,,,,,,,,,,,,,,,,
"Ringwald, Roy",Rogers & Hammerstein,You'll Never Walk Alone,2131,7,TTB,No info,,,,A cappella,,,,,,,,,,,,,,,,,
,Rogers & Hammerstein,A Wonderful Guy,2184,6,SSA,Williamson Music,,,,Piano,,,,,,,,,,,,,,,,,
,Rogers and Hammerstein,Serenade to Spring,2255,20,SSA,Williamson Music,,,,Piano and band or orchestra,,,,,,,,,,,,,,,,,
,Rogers and Hammerstein,The Sound of Music,952 /3 envelopes,60,SATB,Williamson,,,Medley,Piano,,,,,,,,,,,,,,,,,
,"Rogers, Fred",Won't You Be My Neighbor?,963 /2 envelopes,40,SATB,Hal Leonard,,,Medley,Piano,,,,,,,,,,,,,,,,,
,"Rogers, Richard",There Is Nothin' Like a Dame,2424,4,TTBB,Williamson Music,,,,Piano,,,,,,,,,,,,,,,,,
,"Romberg, S","Lover, Come Back to Me",661,61,SSAATTBB,Harms,,,,Piano,,,,,,,,,,,,,,,,,
"MacLean, D.","Romberg, S.",The Desert Song,660,21,SATB,Harms,,,,A cappella,,,,,,,,,,,,,,,,,
,"Romberg, S. ",The Student Prince,662,28,SATB,Harms,,,,A cappella,,,,,,,,,,,,,,,,,
"Scotson, Walter","Romberg, Sigmund",Stout Hearted Men,2114,20,TTBB,"Harms, Inc",,,,Piano,,,,,,,,,,,,,,,,,
"MacLean, Douglas","Romberg, Sigmund",One Alone,2182,1,SSA,Harms Inc,,,,Piano,,,,,,,,,,,,,,,,,
"Scotson, Walter","Romberg, Sigmund",Deep In My Heart,2183,1,SSA,Harms Inc,,,,Piano,,,,,,,,,,,,,,,,,
"Scotson, Walter","Romberg, Sigmund",Stouthearted Men,2325,20,TTBB,Alfred,,,,Piano,,,,,,,,,,,,,,,,,
"MacLean, Douglas","Romberg, Sigmund","Golden Days (from ""The Student Prince"")",2410,9,SSA,Harms,,,,Piano,,,,,,,,,,,,,,,,,
"Brymer, Mark","Ronson, Mark, Mars, Bruno",Uptown Funk,2324,24,TBB,Hal Leonard,,,Pop,"Piano, opt instrument parts included ",,,,,,,,,,,,,,,,,
,"Rorem, Ned",Four Madrigals,1005,25,SATB,Mercury Music,,,,A cappella,,,,,,,,,,,,,,,,,
,"Rorem, Ned",Gentle Visitations,2275,3,SSA,Elken-Vogel,,,,A cappella,,,,,,,,,,,,,,,,,
,"Rorem, Ned",Truth in the Night Season,2446,2,SATB,Boosey & Hawkes,,,,Organ,,,,,,,,,,,,,,,,,
,"Rorem, Ned","Love Divine, All Loves Excelling",2447,2,SATB,Boosey & Hawkes,,,,A cappella,,,,,,,,,,,,,,,,,
,"Rorem, Ned",Laudemus Tempus Actum,2448,2,SATB,Boosey & Hawkes,,,,Piano or orchestra,,,,,,,,,,,,,,,,,
,"Rorem, Ned",From An Unknown Past,1415 /3 envelopes,50,SATB,Southern Music,,,Extended,A cappella,,,,,,,,,,,,,,,,,
,"Rossi, Salamone","Ah, Happy He Who Sees You!",1594,5,SSATB,Marks Music,,,Madrigal,A cappella,,,,,,,,,,,,,,,,,
,Rossini,Charity,2256,30,SSA,Schirmer,,,,"Piano, solo",,,,,,,,,,,,,,,,,
,"Rossini, Gioacchino",Stabat Mater,1082,6,SATB,Schirmer,,,Extended,"Piano, SATB soloists",,,,,,,,,,,,,,,,,
"Goldman, Maurice","Rossini, Gioacchino",La Danza,2152,25,TTBB,Lawson Gould,,,,"Piano, soprano or tenor solo",,,,,,,,,,,,,,,,,
,"Rossini, Gioacchino","Cum Sancto Spiritu (from ""Missa Solenne"")",2653,40,SATB,Plymouth Music,,,Extended Work,Organ and Piano,,,,,,,,,,,,,,,,,
"Ades, Hawley","Rowell, Waring, Dolph",Where In The World,2445,2,SATB,Shawnee Press,,,American,Piano,,,,,,,,,,,,,,,,,
,"Rowley, A.",Jig for Voices,663 /2 envelopes,50,SATB,Boosey & Hawkes,,,Part song,A cappella,,,,,,,,,,,,,,,,,
,"Ruddell, Bruce",Silverly,1443,15,SATB,Jaymar Music,,,Lullaby,Piano,,,,,,,,,,,,,,,,,
,"Rudoi, Paul John",Miniyama Nayo,2300,28,SATB,Walton,,,,"A cappella, divisi",,,,,,,,,,,,,,,,,
,"Runestad, Jake","Fear Not, Dear Friend",1067,2,SATB,No info,,,,A cappella,,,,,,,,,,,,,,,,,
,"Runestad, Jake",Nyon Nyon ,2037,15,SSAATTBB,JRmusic,,,,A cappella,,,,,,,,,,,,,,,,,
"Cain, Noble","Russell, Kennedy",Poor Man's Garden,2230 /2 envelopes,100,SSA,Boosey & Hawkes,,,,Piano,,,,,,,,,,,,,,,,,
,"Russell, Leon",A Song For You,1252,10,SATB,Warner Bros,,,Jazz,Piano,,,,,,,,,,,,,,,,,
,"Rutter, J. & Willcocks, D.",100 Carols For Choirs,2637,2,SATB,Oxford,,,Collection Christmas,Piano or organ,,,,,,,,,,,,,,,,,
,"Rutter, John",A Gaelic Blessing,36,25,SATB,Hinshaw,,,,Piano,,,,,,,,,,,,,,,,,
,"Rutter, John",Jesus Child,1324,20,SATB,Oxford,,,Christmas,Piano,,,,,,,,,,,,,,,,,
,"Rutter, John",Angel's Carol,1513,20,SATB,Hinshaw,,,Christmas,Piano,,,,,,,,,,,,,,,,,
,"Rutter, John",O Clap Your Hands,1615,10,SATB,Oxford,,,Anthem,Organ,,,,,,,,,,,,,,,,,
,"Rutter, John",Candlelight Carol,1855,30,SATBB,Hinshaw Music,,,Christmas,Organ,,,,,,,,,,,,,,,,,
,"Rutter, John",Deck the Hall,1856,30,SATB,Hinshaw Music,,,Christmas ,A cappella,,,,,,,,,,,,,,,,,
,"Rutter, John",For the Beauty of the Earth,2268,23,SA,Hinshaw ,,,,Piano,,,,,,,,,,,,,,,,,
"Stanford, Charles V.","Rutter, John","Quick, We Have But a Second!",2285,40,SATB,Hinshaw,,,,A cappella,,,,,,,,,,,,,,,,,
,"Rutter, John",For the Beauty of the Earth,2482,2,SATB,Sacred Music Press,,,,Piano,,,,,,,,,,,,,,,,,
,"Rutter, John",Gloria,2638,9,SATB,Oxford,,,Extended Work,"Brass, Percussion, Organ",,,,,,,,,,,,,,,,,
